first_name,last_name,gender,birthday,name,type,party,start_date,end_date,congress_numbers,state
michael,lawler,M,1986-09-09,Michael Lawler,rep,Republican,2023-01-03,2025-01-03,[118],new york
marcus,molinaro,M,1975-10-08,Marcus J. Molinaro,rep,Republican,2023-01-03,2025-01-03,[118],new york
brandon,williams,M,1967-05-22,Brandon Williams,rep,Republican,2023-01-03,2025-01-03,[118],new york
nicholas,langworthy,M,1981-02-27,Nicholas A. Langworthy,rep,Republican,2023-01-03,2025-01-03,[118],new york
greg,landsman,M,1976-12-04,Greg Landsman,rep,Democrat,2023-01-03,2025-01-03,[118],ohio
max,miller,M,1988-11-13,Max L. Miller,rep,Republican,2023-01-03,2025-01-03,[118],ohio
emilia,sykes,F,1986-01-04,Emilia Strong Sykes,rep,Democrat,2023-01-03,2025-01-03,[118],ohio
josh,brecheen,M,1979-06-19,Josh Brecheen,rep,Republican,2023-01-03,2025-01-03,[118],oklahoma
valerie,hoyle,F,1964-02-14,Val T. Hoyle,rep,Democrat,2023-01-03,2025-01-03,[118],oregon
lori,chavez-deremer,F,1968-04-07,Lori Chavez-DeRemer,rep,Republican,2023-01-03,2025-01-03,[118],oregon
andrea,salinas,F,1969-12-06,Andrea Salinas,rep,Democrat,2023-01-03,2025-01-03,[118],oregon
summer,lee,F,1987-11-26,Summer L. Lee,rep,Democrat,2023-01-03,2025-01-03,[118],pennsylvania
chris,deluzio,M,1984-07-13,Christopher R. Deluzio,rep,Democrat,2023-01-03,2025-01-03,[118],pennsylvania
seth,magaziner,M,1983-07-22,Seth Magaziner,rep,Democrat,2023-01-03,2025-01-03,[118],rhode island
russell,fry,M,1985-01-31,Russell Fry,rep,Republican,2023-01-03,2025-01-03,[118],south carolina
andrew,ogles,M,1971-06-18,Andrew Ogles,rep,Republican,2023-01-03,2025-01-03,[118],tennessee
nathaniel,moran,M,1974-07-22,Nathaniel Moran,rep,Republican,2023-01-03,2025-01-03,[118],texas
keith,self,M,1953-03-20,Keith Self,rep,Republican,2023-01-03,2025-01-03,[118],texas
morgan,luttrell,M,1975-11-07,Morgan Luttrell,rep,Republican,2023-01-03,2025-01-03,[118],texas
mónica,de la cruz,F,1974-11-11,Monica De La Cruz,rep,Republican,2023-01-03,2025-01-03,[118],texas
jasmine,crockett,F,1981-03-29,Jasmine Crockett,rep,Democrat,2023-01-03,2025-01-03,[118],texas
gregorio,casar,M,1989-05-04,Greg Casar,rep,Democrat,2023-01-03,2025-01-03,[118],texas
wesley,hunt,M,1981-11-13,Wesley Hunt,rep,Republican,2023-01-03,2025-01-03,[118],texas
jennifer,kiggans,F,1971-06-18,Jennifer Kiggans,rep,Republican,2023-01-03,2025-01-03,[118],virginia
becca,balint,F,1968-05-04,Becca Balint,rep,Democrat,2023-01-03,2025-01-03,[118],vermont
marie,gluesenkamp perez,F,1988-06-06,Marie Gluesenkamp Perez,rep,Democrat,2023-01-03,2025-01-03,[118],washington
derrick,van orden,M,1969-09-15,Derrick Van Orden,rep,Republican,2023-01-03,2025-01-03,[118],wisconsin
harriet,hageman,F,1962-10-18,Harriet M. Hageman,rep,Republican,2023-01-03,2025-01-03,[118],wyoming
pete,ricketts,M,1964-08-19,Pete Ricketts,sen,Republican,2023-01-23,2024-11-05,[118],nebraska
jennifer,mcclellan,F,1972-12-28,Jennifer L. McClellan,rep,Democrat,2023-03-07,2025-01-03,[118],virginia
laphonza,butler,F,1979-05-11,Laphonza R. Butler,sen,Democrat,2023-10-03,2025-01-03,[118],california
gabe,amo,M,1987-12-11,Gabe Amo,rep,Democrat,2023-11-07,2025-01-03,[118],rhode island
celeste,maloy,F,1981-05-22,Celeste Maloy,rep,Republican,2023-11-21,2025-01-03,[118],utah
thomas,suozzi,M,1962-08-31,Thomas R. Suozzi,rep,Democrat,2024-02-13,2025-01-03,[118],new york
timothy,kennedy,M,1976-10-20,Timothy M. Kennedy,rep,Democrat,2024-05-06,2025-01-03,[118],new york
vince,fong,M,1979-10-24,Vince Fong,rep,Republican,2024-06-03,2025-01-03,[118],california
michael,rulli,M,1969-03-11,Michael A. Rulli,rep,Republican,2024-06-11,2025-01-03,[118],ohio
greg,lopez,M,1964-06-07,Greg Lopez,rep,Republican,2024-07-08,2025-01-03,[118],colorado
george,helmy,M,1979-10-27,George S. Helmy,sen,Democrat,2024-09-09,2025-01-03,[118],new jersey
lamonica,mciver,F,1986-06-20,LaMonica McIver,rep,Democrat,2024-09-18,2025-01-03,[118],new jersey
tony,wied,M,1976-05-03,Tony Wied,rep,Republican,2024-11-05,2025-01-03,[118],wisconsin
erica,lee carter,F,1980-02-02,Erica Lee Carter,rep,Democrat,2024-11-05,2025-01-03,[118],texas
